icd_9,label_index,test_gold_support,scope,ngram_rank,ngram,n_notes_peaking_here,mean_attention,max_attention
693.0,49,37,all_test,7,incision sternal healing well,12,0.00183,0.0027
693.0,49,37,all_test,8,qid time needed rash,10,0.00437,0.00574
693.0,49,37,all_test,9,sig appl topical qid,7,0.00633,0.01082
693.0,49,37,all_test,10,cream sig appl topical,7,0.0048,0.00636
693.0,49,37,gold_notes,1,prior rash thought part,1,0.01606,0.01606
693.0,49,37,gold_notes,2,since transfer osh levoquin,1,0.0146,0.0146
693.0,49,37,gold_notes,3,drug rash ctx ceftazidime,1,0.01432,0.01432
693.0,49,37,gold_notes,4,qid time needed triamcinolone,1,0.0138,0.0138
693.0,49,37,gold_notes,5,elevated serum eosinophil rash,1,0.01369,0.01369
693.0,49,37,gold_notes,6,rash treated symptomatically well,1,0.01069,0.01069
693.0,49,37,gold_notes,7,consistent hypersensitvity type reaction,1,0.01023,0.01023
693.0,49,37,gold_notes,8,miconazole nitrate powder range,1,0.00959,0.00959
693.0,49,37,gold_notes,9,cipro iv po cipro,1,0.00907,0.00907
693.0,49,37,gold_notes,10,rash pustule improving inital,1,0.00837,0.00837
332.0,52,37,all_test,1,mg tablet sig tablet,28,0.00215,0.0057
332.0,52,37,all_test,2,cd19 positive refractory relapsed,14,0.00331,0.00433
332.0,52,37,all_test,3,sig tablet po daily,13,0.00251,0.00384
332.0,52,37,all_test,4,tablet po daily daily,11,0.00186,0.00268
332.0,52,37,all_test,5,fainting blacking extreme fatigue,9,0.00203,0.00234
332.0,52,37,all_test,6,tablet sig tablet po,8,0.00322,0.00646
332.0,52,37,all_test,7,understanding verbalized agreement plan,8,0.0028,0.00428
332.0,52,37,all_test,8,known lastname year old,8,0.00188,0.00259
332.0,52,37,all_test,9,medicine allergy recorded known,8,0.00133,0.00194
332.0,52,37,all_test,10,alert oriented x3 nonfocal,7,0.00333,0.0036
332.0,52,37,gold_notes,1,sleep apnea hyperlipidemia asthma,1,0.01992,0.01992
332.0,52,37,gold_notes,2,resegaline appear cause appetite,1,0.01987,0.01987
332.0,52,37,gold_notes,3,parkinson disease carbidopa levodopa,1,0.01829,0.01829
332.0,52,37,gold_notes,4,anxiety social life alone,1,0.01749,0.01749
332.0,52,37,gold_notes,5,procedure month ago parkinson,1,0.01722,0.01722
332.0,52,37,gold_notes,6,residual defecits osteoporosis parkinson,2,0.01607,0.01888
332.0,52,37,gold_notes,7,c b urinary incontinence,1,0.01561,0.01561
332.0,52,37,gold_notes,8,parkinson disease depression benign,1,0.0153,0.0153
332.0,52,37,gold_notes,9,tid rocephin zithromax since,1,0.01441,0.01441
332.0,52,37,gold_notes,10,dz stable continued home,1,0.01398,0.01398
441.2,10,36,all_test,1,present illness year old,20,0.00402,0.01054
441.2,10,36,all_test,2,surgery allergy recorded known,11,0.00151,0.00288
441.2,10,36,all_test,3,condition mental status clear,10,0.0028,0.00389
441.2,10,36,all_test,4,illness mr known lastname,10,0.00213,0.00318
441.2,10,36,all_test,5,medicine allergy recorded known,10,0.00211,0.0034
441.2,10,36,all_test,6,illness year old female,9,0.00238,0.00314
441.2,10,36,all_test,7,illness m known lastname,8,0.00296,0.00623
441.2,10,36,all_test,8,law firm largest location,8,0.00207,0.00252
441.2,10,36,all_test,9,f medicine allergy aspirin,8,0.00157,0.0022
441.2,10,36,all_test,10,tracheostomy vac placement bronchoscopy,7,0.0028,0.0028
441.2,10,36,gold_notes,1,saccular aneurysm pseudoaneurysm underside,1,0.0111,0.0111
441.2,10,36,gold_notes,2,previously brief brought icu,1,0.01066,0.01066
441.2,10,36,gold_notes,3,mm gelweave tube graft,1,0.00909,0.00909
441.2,10,36,gold_notes,4,aaa repair diverticulosis hx,1,0.00888,0.00888
441.2,10,36,gold_notes,5,aortic arch focal dissection,1,0.00804,0.00804
441.2,10,36,gold_notes,6,ascending aortic aneurysm inferior,1,0.00772,0.00772
441.2,10,36,gold_notes,7,p ascending aorta replacement,1,0.00734,0.00734
441.2,10,36,gold_notes,8,showed aneurysm increased 3cm,2,0.007,0.00799
441.2,10,36,gold_notes,9,aneurysm aortic replacement mm,1,0.00654,0.00654
441.2,10,36,gold_notes,10,medical thoracic ascending aneurysm,1,0.00639,0.00639
746.4,9,35,all_test,1,eat nutritious food option,15,0.00301,0.00474
746.4,9,35,all_test,2,present illness year old,14,0.00492,0.00996
746.4,9,35,all_test,3,disease p coronary artery,9,0.00298,0.00485
746.4,9,35,all_test,4,known lastname year old,8,0.0029,0.00496
746.4,9,35,all_test,5,mental status clear coherent,8,0.0027,0.00562
746.4,9,35,all_test,6,ulcer poor po intake,7,0.00406,0.00406
746.4,9,35,all_test,7,deferasirox exjade social life,7,0.00287,0.00287
746.4,9,35,all_test,8,hypercalcemia smv thrombosis hepatic,7,0.00281,0.00281
746.4,9,35,all_test,9,male nad heent sclerae,7,0.00195,0.00195
746.4,9,35,all_test,10,referred cardiac catheterization surgical,6,0.00745,0.00745
746.4,9,35,gold_notes,1,medical bicuspid aortic valve,1,0.00862,0.00862
746.4,9,35,gold_notes,2,referred cardiac catheterization surgical,1,0.00745,0.00745
746.4,9,35,gold_notes,3,medical hypertension hyperlipidemia bicuspid,1,0.00678,0.00678
746.4,9,35,gold_notes,4,avr medical aortic insufficiency,1,0.00672,0.00672
746.4,9,35,gold_notes,5,old male bicuspid aortic,1,0.00596,0.00596
746.4,9,35,gold_notes,6,aortic valve stable ascending,1,0.00587,0.00587
746.4,9,35,gold_notes,7,aortic valve aortic insufficiency,2,0.00574,0.00725
746.4,9,35,gold_notes,8,ileal conduit concerning intraoperative,1,0.0056,0.0056
746.4,9,35,gold_notes,9,aortic valve peak gradient,1,0.00552,0.00552
746.4,9,35,gold_notes,10,aortic valve leaflet moderately,1,0.00511,0.00511
576.2,30,35,all_test,1,tablet sig tablet po,42,0.0018,0.00411
576.2,30,35,all_test,2,sig tablet po daily,30,0.00186,0.00511
576.2,30,35,all_test,3,mg tablet sig tablet,23,0.00217,0.00476
576.2,30,35,all_test,4,sust rel particle crystal,23,0.00186,0.00275
576.2,30,35,all_test,5,particle crystal sig tab,18,0.00154,0.00209
576.2,30,35,all_test,6,tablet po daily daily,18,0.00153,0.00259
576.2,30,35,all_test,7,rel particle crystal po,16,0.00192,0.00328
576.2,30,35,all_test,8,particle crystal po q12h,14,0.00161,0.00234
576.2,30,35,all_test,9,calf pain review system,14,0.00153,0.00209
576.2,30,35,all_test,10,crystal sig tab sust,14,0.00148,0.00213
576.2,30,35,gold_notes,1,level consciousness alert interactive,1,0.00397,0.00397
576.2,30,35,gold_notes,2,va pancreatic mass felt,1,0.00384,0.00384
576.2,30,35,gold_notes,3,bolus low uop given,1,0.00282,0.00282
576.2,30,35,gold_notes,4,procedure left hepatic lobectomy,1,0.00256,0.00256
576.2,30,35,gold_notes,5,high still required oxygen,1,0.00253,0.00253
576.2,30,35,gold_notes,6,biliary duct ptc repositioned,1,0.00243,0.00243
576.2,30,35,gold_notes,7,presumed diagnosis gallstone pancreatitis,1,0.00242,0.00242
576.2,30,35,gold_notes,8,extremity deep venous thrombosis,1,0.00194,0.00194
576.2,30,35,gold_notes,9,jaundice previous biliary stent,1,0.00189,0.00189
576.2,30,35,gold_notes,10,showed fresh blood ampulla,1,0.00189,0.00189
427.81,44,35,all_test,1,major surgical invasive procedure,31,0.00212,0.00548
427.81,44,35,all_test,2,fludarabine cytoxan rituxan cycle,14,0.00208,0.00295
427.81,44,35,all_test,3,examination time anemia low,9,0.00338,0.00365
427.81,44,35,all_test,4,invasive procedure none present,9,0.00205,0.00468
427.81,44,35,all_test,5,cardiothoracic allergy recorded known,9,0.00187,0.00304
427.81,44,35,all_test,6,blocker initiated gently diuresed,8,0.00251,0.00347
427.81,44,35,all_test,7,eos basos atyps metas,8,0.00156,0.00176
427.81,44,35,all_test,8,hct mcv mch mchc,7,0.00531,0.0134
427.81,44,35,all_test,9,considered resistant penicillin cephalosporin,7,0.00183,0.00198
427.81,44,35,all_test,10,good effect also started,7,0.00179,0.00179
427.81,44,35,gold_notes,1,brady tachy syndrome remained,1,0.00895,0.00895
427.81,44,35,gold_notes,2,sick sinus syndrome also,1,0.00836,0.00836
427.81,44,35,gold_notes,3,sick sinus syndrome requiring,1,0.00805,0.00805
427.81,44,35,gold_notes,4,tachy brady syndrome night,1,0.00733,0.00733
427.81,44,35,gold_notes,5,medication hypothyroidism syncopal episode,1,0.00644,0.00644
427.81,44,35,gold_notes,6,alert interactive activity status,1,0.00577,0.00577
427.81,44,35,gold_notes,7,junctional escape rhythm etiology,1,0.00536,0.00536
427.81,44,35,gold_notes,8,consulted amiodarone continued rapid,1,0.00484,0.00484
427.81,44,35,gold_notes,9,placement groin hematoma hypothyroidism,1,0.00445,0.00445
427.81,44,35,gold_notes,10,maker placement e coli,1,0.00413,0.00413
577.1,25,34,all_test,1,status clear coherent level,18,0.0014,0.00211
577.1,25,34,all_test,2,condition mental status clear,14,0.00153,0.00236
577.1,25,34,all_test,3,location un numeric identifier,14,0.00121,0.00175
577.1,25,34,all_test,4,sig tablet po daily,9,0.00235,0.0053
577.1,25,34,all_test,5,concern please resume regular,9,0.00176,0.00252
577.1,25,34,all_test,6,urean creat na k,9,0.00145,0.00216
577.1,25,34,all_test,7,wbc rbc hgb hct,8,0.00161,0.00222
577.1,25,34,all_test,8,glucose urean creat na,8,0.00152,0.0023
577.1,25,34,all_test,9,blood pt ptt inr,8,0.00147,0.00236
577.1,25,34,all_test,10,unit location un numeric,8,0.00125,0.00153
577.1,25,34,gold_notes,1,pint vodka etoh pancreatitis,1,0.00445,0.00445
577.1,25,34,gold_notes,2,gallstone pancreatitis pancreatic pseudocyst,1,0.00316,0.00316
577.1,25,34,gold_notes,3,mental status clear coherent,1,0.00311,0.00311
577.1,25,34,gold_notes,4,prior dts active withdrawal,1,0.00302,0.00302
577.1,25,34,gold_notes,5,pain nausea symptom reported,1,0.003,0.003
577.1,25,34,gold_notes,6,found elevated ct abd,1,0.00294,0.00294
577.1,25,34,gold_notes,7,condition good instruction please,1,0.00275,0.00275
577.1,25,34,gold_notes,8,ir transferred hospital1 management,1,0.00253,0.00253
577.1,25,34,gold_notes,9,surgical cholecystectomy left dismembered,1,0.00225,0.00225
577.1,25,34,gold_notes,10,pancreatitis c b pseudocyst,1,0.00222,0.00222
437.3,168,33,all_test,1,present illness year old,26,0.00415,0.01584
437.3,168,33,all_test,2,illness year old male,17,0.00401,0.00808
437.3,168,33,all_test,3,artery bypass graft x,9,0.0034,0.00508
437.3,168,33,all_test,4,splenomegaly htn stress neg,7,0.00301,0.00301
437.3,168,33,all_test,5,asthma htn mitral valve,7,0.00285,0.00361
437.3,168,33,all_test,6,morbid obesity possible tia,7,0.00232,0.00232
437.3,168,33,all_test,7,known lastname overweight 28yo,7,0.00172,0.00172
437.3,168,33,all_test,8,status post allogeneic transplant,7,0.00168,0.00168
437.3,168,33,all_test,9,bowel resection anterior enterostomy,6,0.00642,0.00642
437.3,168,33,all_test,10,patent foramen ovale present,6,0.00551,0.00678
437.3,168,33,gold_notes,1,43f incidental finding r,1,0.01277,0.01277
437.3,168,33,gold_notes,2,lastname female subarachnoid hemorrhage,1,0.01244,0.01244
437.3,168,33,gold_notes,3,pcomm aneurysm present illness,1,0.011,0.011
437.3,168,33,gold_notes,4,small refilling coiled aneurysm,1,0.01073,0.01073
437.3,168,33,gold_notes,5,known giant suprasellar aneurysm,1,0.00853,0.00853
437.3,168,33,gold_notes,6,illness 52f incidental finding,1,0.00826,0.00826
437.3,168,33,gold_notes,7,right ica aneurysm left,1,0.00821,0.00821
437.3,168,33,gold_notes,8,coiling right ica pcom,1,0.00813,0.00813
437.3,168,33,gold_notes,9,cerebral angiogram coiling pcomm,1,0.00807,0.00807
437.3,168,33,gold_notes,10,anterior communicating artery aneurysm,1,0.00756,0.00756
458.0,0,31,all_test,1,major surgical invasive procedure,8,0.00126,0.00207
458.0,0,31,all_test,2,platelet count borderline low,7,0.00308,0.00308
458.0,0,31,all_test,3,perirectal area incontinence found,7,0.00266,0.00266
458.0,0,31,all_test,4,gait steady sternal pain,7,0.00175,0.00188
458.0,0,31,all_test,5,continues present altered mental,7,0.00156,0.00156
458.0,0,31,all_test,6,location anesthesia west cardiac,7,0.00142,0.00176
458.0,0,31,all_test,7,unasyn 3g iv q6h,7,0.00121,0.00121
458.0,0,31,all_test,8,feed started poor oral,6,0.00317,0.00317
458.0,0,31,all_test,9,steroid initially prophylaxis atra,6,0.00298,0.00298
458.0,0,31,all_test,10,location un area vna,6,0.00282,0.00405
458.0,0,31,gold_notes,1,remained stable noted orthostatic,1,0.00687,0.00687
458.0,0,31,gold_notes,2,fluid bolus orthostatic drop,1,0.00668,0.00668
458.0,0,31,gold_notes,3,per omr daughter discharged,1,0.00486,0.00486
458.0,0,31,gold_notes,4,management given relative stability,1,0.00415,0.00415
458.0,0,31,gold_notes,5,dysfunction w orthostatic hypotension,1,0.00408,0.00408
458.0,0,31,gold_notes,6,f took bp found,1,0.00387,0.00387
458.0,0,31,gold_notes,7,cause mr known lastname,1,0.00353,0.00353
458.0,0,31,gold_notes,8,expired diagnosis cardiopulmonary arrest,1,0.00336,0.00336
458.0,0,31,gold_notes,9,fluctuated widely early home,1,0.0032,0.0032
458.0,0,31,gold_notes,10,poor po bleeding could,1,0.00316,0.00316
185,105,30,all_test,1,clear coherent level consciousness,13,0.00187,0.00241
185,105,30,all_test,2,prostate cancer p xrt,12,0.00282,0.00364
185,105,30,all_test,3,mental status clear coherent,11,0.00234,0.00606
185,105,30,all_test,4,sust rel particle crystal,10,0.00228,0.00453
185,105,30,all_test,5,cardiothoracic allergy recorded known,9,0.00204,0.00314
185,105,30,all_test,6,status clear coherent level,9,0.00195,0.00272
185,105,30,all_test,7,identifier phone telephone fax,9,0.00156,0.00176
185,105,30,all_test,8,alert interactive activity status,8,0.00238,0.00314
185,105,30,all_test,9,hypertension diabetes least paternal,7,0.00252,0.00252
185,105,30,all_test,10,subclavian cvl communication wife,7,0.00225,0.00225
185,105,30,gold_notes,1,cancer core prostate needle,1,0.0107,0.0107
185,105,30,gold_notes,2,illness male t2dm htn,1,0.00768,0.00768
185,105,30,gold_notes,3,p appy p rih,1,0.0071,0.0071
185,105,30,gold_notes,4,spanish speaking male esrd,1,0.00632,0.00632
185,105,30,gold_notes,5,colon prostate stomach cancer,1,0.00498,0.00498
185,105,30,gold_notes,6,secondary diagnosis depression hypertension,1,0.0048,0.0048
185,105,30,gold_notes,7,palliative xrt obstructive uropathy,1,0.00467,0.00467
185,105,30,gold_notes,8,active issue regarding prostate,1,0.00466,0.00466
185,105,30,gold_notes,9,conduit concerning intraoperative event,1,0.00445,0.00445
185,105,30,gold_notes,10,tube recent diagnosis malignancy,1,0.00414,0.00414
286.7,22,28,all_test,1,tablet sig tablet po,33,0.0017,0.00302
286.7,22,28,all_test,2,mg tablet sig tablet,23,0.00229,0.00552
286.7,22,28,all_test,3,medication acetaminophen mg tablet,11,0.00195,0.00331
286.7,22,28,all_test,4,tablet po daily daily,10,0.00197,0.00348
286.7,22,28,all_test,5,gen wd wn comfortable,9,0.00238,0.00373
286.7,22,28,all_test,6,wbc rbc hgb hct,9,0.00211,0.00305
286.7,22,28,all_test,7,sig tablet po daily,8,0.00202,0.00299
286.7,22,28,all_test,8,metoprolol tartrate mg tablet,7,0.00292,0.00523
286.7,22,28,all_test,9,aspirin mg tablet sig,7,0.0025,0.00256
286.7,22,28,all_test,10,daily zyrtec tab daily,7,0.00184,0.00184
286.7,22,28,gold_notes,1,k inr fell followed,1,0.00393,0.00393
286.7,22,28,gold_notes,2,abdominial bruits extremity cool,1,0.00363,0.00363
286.7,22,28,gold_notes,3,abdomen supportive measure continued,1,0.00219,0.00219
286.7,22,28,gold_notes,4,tap starting diuretic small,1,0.00207,0.00207
286.7,22,28,gold_notes,5,brother polio ni disease,1,0.00199,0.00199
286.7,22,28,gold_notes,6,50mg hospital1 simvastatin 20mg,1,0.00186,0.00186
286.7,22,28,gold_notes,7,result bleeding posterior nasopharynx,1,0.00185,0.00185
286.7,22,28,gold_notes,8,near son ni son,1,0.00158,0.00158
286.7,22,28,gold_notes,9,full code medication digoxin,1,0.00147,0.00147
286.7,22,28,gold_notes,10,care tobacco denies illicit,1,0.00142,0.00142
238.71,112,28,all_test,1,tablet sig tablet po,29,0.00222,0.00406
238.71,112,28,all_test,2,mg tablet sig tablet,22,0.00262,0.00719
238.71,112,28,all_test,3,tablet po daily daily,18,0.0018,0.00356
238.71,112,28,all_test,4,rbc hgb hct mcv,11,0.00218,0.0051
238.71,112,28,all_test,5,sig tablet po daily,11,0.00175,0.00283
238.71,112,28,all_test,6,beta blocker initiated gently,11,0.00163,0.00224
238.71,112,28,all_test,7,leg straight someone apply,8,0.00368,0.00484
238.71,112,28,all_test,8,acetaminophen mg tablet sig,8,0.00291,0.00344
238.71,112,28,all_test,9,tablet po bid time,8,0.00258,0.00266
238.71,112,28,all_test,10,sig tablet po bid,8,0.00252,0.00287
238.71,112,28,gold_notes,1,elevated since high could,1,0.00755,0.00755
238.71,112,28,gold_notes,2,stable likely related anemia,1,0.00586,0.00586
238.71,112,28,gold_notes,3,consistent chronic disease hct,1,0.00485,0.00485
238.71,112,28,gold_notes,4,possibly due trauma inflammation,1,0.00396,0.00396
238.71,112,28,gold_notes,5,allergy team consulted desensitization,1,0.00393,0.00393
238.71,112,28,gold_notes,6,guaiac ostomy thrombocytosis likely,1,0.00378,0.00378
238.71,112,28,gold_notes,7,intake monitored trended downward,1,0.00365,0.00365
238.71,112,28,gold_notes,8,inr trended developed post,1,0.00362,0.00362
238.71,112,28,gold_notes,9,fe load transfusion need,1,0.00352,0.00352
238.71,112,28,gold_notes,10,bacteremia reactive thrombocytosis anemia,1,0.00333,0.00333
340,12,26,all_test,1,multiple dose dose escalation,14,0.00551,0.00718
340,12,26,all_test,2,verbalized agreement plan medication,8,0.00281,0.00557
340,12,26,all_test,3,condition alert oriented x3,8,0.00245,0.00286
340,12,26,all_test,4,teaching follow instruction understanding,8,0.00195,0.00207
340,12,26,all_test,5,known lastname year old,7,0.00247,0.00395
340,12,26,all_test,6,fe overload chelation therapy,7,0.00163,0.00163
340,12,26,all_test,7,paroxysmal supraventricular tachucardia paroxysmal,7,0.00158,0.00158
340,12,26,all_test,8,started smv thrombosis subtherapeutic,7,0.0013,0.0013
340,12,26,all_test,9,tablet po tid time,7,0.00112,0.00112
340,12,26,all_test,10,present illness year old,6,0.00366,0.00527
340,12,26,gold_notes,1,progressive multiple sclerosis worsening,1,0.01585,0.01585
340,12,26,gold_notes,2,ongoing right sided weakness,1,0.01361,0.01361
340,12,26,gold_notes,3,relapsing m chronic medication,1,0.0129,0.0129
340,12,26,gold_notes,4,yo rhw relapsing remitting,1,0.01128,0.01128
340,12,26,gold_notes,5,sclerosis neurogenic bladder w,2,0.01078,0.01413
340,12,26,gold_notes,6,pt atch peripheral neuropathy,1,0.01041,0.01041
340,12,26,gold_notes,7,continued prednisone home dose,1,0.00967,0.00967
340,12,26,gold_notes,8,sclerosis initially presenting complicated,1,0.00915,0.00915
340,12,26,gold_notes,9,disease hypertension hyperlipidemia osteoporosis,1,0.00878,0.00878
340,12,26,gold_notes,10,cervical dysplasia significant cholecystectomy,1,0.00851,0.00851
266.2,37,26,all_test,1,patent foramen ovale present,10,0.0022,0.00284
266.2,37,26,all_test,2,osteopenia atraumatic vertebral fracture,8,0.00172,0.00204
266.2,37,26,all_test,3,contrast none tech quality,8,0.00141,0.00175
266.2,37,26,all_test,4,conjunctiva pink pallor cyanosis,8,0.00138,0.00171
